jacket,651 m F14,Navy,12m,74-80 cm, $34.5 , $43.00 ,1,Demi-season,Boy,NANO,0-15,FLEECE,POLIFILL,"Demi-season jacket. Insulation POLIFILL 130 gr, lining fleece."
jacket,651 m F14,Navy,18m,80-88 cm, $34.5 , $43.00 ,1,Demi-season,Boy,NANO,0-15,FLEECE,POLIFILL,"Demi-season jacket. Insulation POLIFILL 130 gr, lining fleece."
jacket,651 m F14,Navy,3X,96-104 cm, $40.0 , $50.00 ,1,Demi-season,Boy,NANO,0-15,FLEECE,POLIFILL,"Demi-season jacket. Insulation POLIFILL 130 gr, lining fleece."
